capital_paye_t3,interet_paye_t3,nb_ech_payees_t3,retard_cumule_jours_t3,retard_moyen_jours_t3,nb_mvts_credit_t3,nb_mvts_debit_t3,montant_credit_total_t3,montant_debit_total_t3,montant_moy_t3,premier_mouvement_t3,dernier_mouvement_t3,pct_capital_paye_t3,ecart_prev_reel_t3,ratio_interet_sur_capital_paye_t3,pct_interet_paye_t3,retard_cumule_ratio_t3,ratio_debit_credit_t3,duree_ecart_t3,pct_retards_t3,client_type,credit_type,region,sector,statut_actuel,date_octroi,annee,mois
86689.51,22342.01,12.0,4.0,0.3333333333333333,7.0,51.0,8982.890000000001,34581.7,233.43405442815984,2022-12-14,2025-10-08,1.0053293542058932,0.0,0.2577244928480966,0.2049133131410073,0.3333333333333333,3.849729875351918,1029.0,0.16666666666666666,Entreprise,Crédit de caisse,NORD-EST,Autres,SOLDE,2025-04-22,2025,4
13421.82,2457.41,22.0,371.0,16.863636363636363,8.0,64.0,10970.59,79028.75,402.7758772694884,2022-12-10,2025-10-07,0.24370997579209527,58.0,0.18309066877666366,0.15475624447784936,4.6375,7.2036918707198065,1032.0,0.9090909090909091,Particulier,Financement équipement,Inconnu,Inconnu,DEFAUT,2025-03-25,2025,3
10636.02,1055.83,47.0,91.0,1.9361702127659575,11.0,33.0,18555.77,35433.08,488.4857469078541,2022-12-17,2025-10-05,0.992014281397249,0.0,0.09926927553727803,0.09030478495704272,1.9361702127659575,1.9095451172330764,1023.0,0.425531914893617,Entreprise,Financement équipement,SUD-OUEST,Transport,SOLDE,2025-03-11,2025,3
10750.220000000001,863.56,2.0,1.0,0.5,5.0,22.0,6768.8,34998.909999999996,151.11957805058955,2023-01-28,2025-10-08,0.5077085104373289,0.0,0.08032951883775401,0.07435649719557284,0.5,5.170622562344875,984.0,0.5,Entreprise,Crédit de caisse,NORD-EST,Agriculture,SOLDE,2025-04-19,2025,4
507646.55,30493.77,8.0,4.0,0.5,8.0,24.0,19688.64,19027.54,304.4906464111286,2022-12-09,2025-09-30,0.6722228684292334,1.0,0.06006890030080969,0.05666509062171741,0.4444444444444444,0.966422261771255,1026.0,0.375,Entreprise,Crédit de caisse,NORD,BTP,SOLDE,2025-05-08,2025,5
60634.97,6803.4400000000005,14.0,8.0,0.5714285714285714,16.0,63.0,33367.31,83357.18,572.3929206353445,2023-03-15,2025-10-08,0.8251085970547821,0.0,0.11220323849422208,0.10088375452505478,0.5714285714285714,2.4981690163216634,938.0,0.35714285714285715,Particulier,Microcrédit,Inconnu,Inconnu,SOLDE,2025-03-29,2025,3
75012.55,2169.38,2.0,0.0,0.0,,,,,,,,0.406599634121553,0.0,0.028920227348623664,0.02810735621666885,0.0,,,0.0,Entreprise,Crédit de caisse,CENTRE-EST,Santé,SOLDE,2025-07-24,2025,7
21299.55,1334.8799999999999,14.0,15.0,1.0714285714285714,16.0,45.0,62318.36000000001,20459.66,497.28983852328804,2022-12-27,2025-10-06,0.9881315012771753,0.0,0.06267174658619548,0.05897564020830213,1.0714285714285714,0.3283087038875862,1014.0,0.5,Entreprise,Avance sur marché,Inconnu,IT,SOLDE,2025-03-19,2025,3
74490.92,19389.61,14.0,16.0,1.1428571428571428,,,,,,,,0.9991362118759599,0.0,0.2602949460148969,0.20653494393352914,1.1428571428571428,,,0.5,Particulier,Crédit par signature,CENTRE,Inconnu,SOLDE,2025-05-25,2025,5
2987.69,501.5,5.0,33.0,6.6,,,,,,,,0.20665872594264972,15.0,0.1678554334619723,0.14372963352525944,1.65,,,0.8,Entreprise,Avance sur marché,CENTRE,Autres,DEFAUT,2026-01-01,2026,1
56733.3,6020.1,7.0,64.0,9.142857142857142,19.0,68.0,33246.82,50045.61,392.24868088023084,2022-12-19,2025-10-09,0.28116012617125896,13.0,0.10611228326221109,0.0959326506611594,3.2,1.5052750909711063,1025.0,0.7142857142857143,Entreprise,Crédit par signature,CENTRE-OUEST,Agriculture,DEFAUT,2025-02-10,2025,2
14543.15,865.77,7.0,3.0,0.42857142857142855,26.0,27.0,37662.03,40941.530000000006,335.2661488883923,2022-12-11,2025-10-08,1.0000446965789926,0.0,0.059531119461739716,0.05618628690394914,0.42857142857142855,1.0870770906400957,1032.0,0.14285714285714285,Particulier,Crédit de caisse,CENTRE-OUEST,Inconnu,SOLDE,2025-06-11,2025,6
40853.69,1071.26,8.0,15.0,1.875,0.0,0.0,0.0,0.0,0.0,2023-01-05,2025-10-02,0.8008297689662879,0.0,0.02622186637241336,0.025551849197196417,1.875,,1001.0,1.0,Entreprise,Crédit par signature,CENTRE-OUEST,Artisanat,SOLDE,2025-09-07,2025,9
24987.44,4738.85,20.0,22.0,1.1,0.0,1.0,0.0,337.23,4.014642857142857,2023-01-15,2025-10-06,0.9086923381278219,0.0,0.18964927979817062,0.15941612626399057,1.1,,995.0,0.55,Entreprise,Financement fonds de commerce,CENTRE,Artisanat,SOLDE,2025-09-04,2025,9
333244.42,43430.0,11.0,79.0,7.181818181818182,1.0,1.0,3012.61,177.72,14.012956725146198,2022-12-31,2025-10-09,0.991795444991916,0.0,0.13032476282723654,0.11529851164302583,7.181818181818182,0.05899203680529507,1013.0,0.5454545454545454,Particulier,Microcrédit,CENTRE,Inconnu,SOLDE,2025-09-04,2025,9
272695.23,23139.58,21.0,16.0,0.7619047619047619,19.0,82.0,31104.19,84509.06,948.6976166666667,2022-12-22,2025-10-08,1.0009918692490138,0.0,0.08485509629193001,0.07821790816300489,0.7619047619047619,2.716967070995901,1021.0,0.47619047619047616,Entreprise,Crédit de caisse,CENTRE-OUEST,Restauration,SOLDE,2024-04-06,2024,4
14332.07,1125.29,20.0,9.0,0.45,16.0,49.0,21500.440000000002,27155.28,439.8270715058751,2022-12-21,2025-10-04,0.9989872164833479,0.0,0.07851552497301506,0.07279962425666478,0.45,1.2630104314144266,1018.0,0.25,Particulier,Crédit de caisse,CENTRE,Inconnu,SOLDE,2024-12-06,2024,12
32979.46,2746.67,20.0,14.0,0.7,11.0,38.0,16147.37,70234.33,750.6346074778396,2023-01-16,2025-10-05,1.0015019738839963,0.0,0.08328426238634593,0.07688126309790622,0.7,4.349583244825628,993.0,0.4,Entreprise,Crédit par signature,CENTRE-SUD,Commerce,SOLDE,2023-07-08,2023,7
323766.60000000003,37905.48,20.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-01-19,2025-09-28,0.9954673583388062,0.0,0.11707656070762086,0.10480621008953747,1.0,,983.0,0.5,Entreprise,Crédit de caisse,CENTRE-OUEST,Services,SOLDE,2025-09-06,2025,9
37804.33,577.4000000000001,3.0,3.0,1.0,2.0,5.0,5814.719999999999,1228.51,67.34966052836052,2023-06-08,2025-10-08,0.6016047320818312,0.0,0.01527338270510283,0.015043615803664923,1.0,0.21127586538990703,853.0,0.6666666666666666,Entreprise,Crédit de caisse,CENTRE-SUD,Agriculture,SOLDE,2024-10-06,2024,10
148554.4,19693.28,13.0,74.0,5.6923076923076925,0.0,1.0,0.0,413.32,5.510933333333333,2023-08-30,2025-10-01,0.9672987814414883,0.0,0.13256611719343217,0.11704934059120459,5.6923076923076925,,763.0,0.5384615384615384,Entreprise,Crédit par signature,CENTRE-EST,Services,SOLDE,2025-08-31,2025,8
58418.96,1671.87,2.0,0.0,0.0,4.0,17.0,1595.1699999999998,14328.8,136.0033876863877,2023-01-06,2025-10-04,0.6612370015435551,0.0,0.02861861970839604,0.027822381551394777,0.0,8.982616272873738,1002.0,0.0,Particulier,Crédit de caisse,CENTRE,Inconnu,SOLDE,2025-06-03,2025,6
179101.06,33350.369999999995,14.0,17.0,1.2142857142857142,0.0,0.0,0.0,0.0,0.0,2022-12-09,2025-10-06,1.0036687771419066,0.0,0.18620978569306065,0.15697879745972995,1.2142857142857142,,1032.0,0.5714285714285714,Entreprise,Crédit de caisse,NORD-EST,Autres,SOLDE,2026-08-12,2026,8
32340.12,3771.58,8.0,2.0,0.25,5.0,25.0,12667.76,32718.41,704.2750904761905,2023-05-10,2025-10-01,0.795819624730852,0.0,0.11662232545828526,0.10444205063732807,0.25,2.5828094311859395,875.0,0.125,Entreprise,Crédit de caisse,SUD,Industrie,SOLDE,2024-12-29,2024,12
2944.79,241.95,1.0,0.0,0.0,3.0,5.0,3451.06,453.57,24.164717989417987,2022-12-10,2025-10-03,0.08543289862438873,7.0,0.08216205569836899,0.0759239850128972,0.0,0.13142918407677642,1028.0,0.0,Entreprise,Crédit par signature,Inconnu,Agriculture,DEFAUT,2025-08-14,2025,8
37825.37,3077.6800000000003,6.0,1.0,0.16666666666666666,9.0,38.0,13442.08,34933.22,315.61612426277424,2023-02-19,2025-10-08,0.9920888084559499,0.0,0.08136549622647446,0.07524328870340966,0.16666666666666666,2.598795722090629,962.0,0.16666666666666666,Entreprise,Crédit de caisse,OUEST,BTP,SOLDE,2025-04-19,2025,4
362028.33999999997,13286.49,8.0,14.0,1.75,,,,,,,,0.997022880379619,0.0,0.036700137895281905,0.03540091927622471,1.75,,,0.875,Entreprise,Avance sur marché,NORD-EST,Education,SOLDE,2024-03-06,2024,3
3965.7,217.74,7.0,23.0,3.2857142857142856,28.0,13.0,52280.46,9562.47,227.60453536729918,2022-12-23,2025-10-09,0.2847057100520349,13.0,0.05490581738406839,0.05204807526820034,1.15,0.18290715116125603,1021.0,0.5714285714285714,Particulier,Crédit de caisse,Inconnu,Inconnu,DEFAUT,2025-08-05,2025,8
434304.42,556121.72,91.0,212.0,2.32967032967033,0.0,0.0,0.0,0.0,0.0,2022-12-30,2025-10-09,0.9919865071108126,0.0,1.2804882805475477,0.5614974176671065,2.32967032967033,,1014.0,0.46153846153846156,Entreprise,Crédit immobilier,Inconnu,Finance,SOLDE,2026-04-08,2026,4
44034.5,39220.91,47.0,604.0,12.851063829787234,20.0,88.0,35378.79,82841.72,1085.8418613172541,2023-01-05,2025-10-08,0.24457007719026974,129.0,0.8906859394338531,0.4710914281726557,3.4318181818181817,2.341564536265938,1007.0,0.9148936170212766,Entreprise,Crédit immobilier,OUEST,Artisanat,DEFAUT,2023-04-16,2023,4
48551.05,1663.06,2.0,0.0,0.0,3.0,24.0,7329.3099999999995,13588.349999999999,90.13007814332211,2022-12-29,2025-10-09,0.498887263986729,0.0,0.0342538420899239,0.0331193762072055,0.0,1.8539739757221347,1015.0,0.0,Entreprise,Crédit de caisse,CENTRE,Autres,SOLDE,2025-01-26,2025,1
132181.03,218737.68,63.0,1065.0,16.904761904761905,30.0,145.0,49726.99,149648.25,1055.042864455479,2023-01-27,2025-10-09,0.24267969687489446,173.0,1.6548341316450628,0.6233286335744253,4.512711864406779,3.0093969090025356,986.0,0.9841269841269841,Entreprise,Crédit immobilier,SUD-OUEST,Transport,DEFAUT,2023-10-24,2023,10
9730.25,325.21000000000004,2.0,2.0,1.0,6.0,8.0,17061.39,11201.15,255.68689216141001,2023-02-02,2025-10-08,0.5037404224477118,0.0,0.03342257393181059,0.03234163330170873,1.0,0.6565203655739655,979.0,0.5,Entreprise,Crédit de caisse,CENTRE-NORD,Energie,SOLDE,2025-05-08,2025,5
70588.11,56570.83,35.0,49.0,1.4,35.0,173.0,74705.97,154070.38,990.0758243430829,2023-01-31,2025-10-03,0.9983630311503547,0.0,0.8014215141898544,0.44488283717998905,1.4,2.0623569977071443,976.0,0.5142857142857142,Entreprise,Financement équipement,SUD,IT,SOLDE,2024-05-03,2024,5
5382362.92,1178682.4,19.0,33.0,1.736842105263158,0.0,1.0,0.0,166.02,0.7905714285714286,2022-12-10,2025-10-09,0.9910443198334536,0.0,0.21898976667296152,0.17964856856071829,1.736842105263158,,1034.0,0.5263157894736842,Entreprise,Microcrédit,NORD-EST,Energie,SOLDE,2025-09-05,2025,9
46421.39,26581.72,37.0,34.0,0.918918918918919,0.0,0.0,0.0,0.0,0.0,2022-12-10,2025-10-09,1.0032723160891792,0.0,0.5726179246248335,0.3641176382759584,0.918918918918919,,1034.0,0.5135135135135135,Entreprise,Financement équipement,SUD-OUEST,BTP,SOLDE,2025-12-29,2025,12
77644.21,4522.49,8.0,10.0,1.25,6.0,54.0,4304.17,28908.22,253.88622984951556,2022-12-27,2025-09-30,1.0039074500271523,0.0,0.0582463264163548,0.055040423918692113,1.25,6.716328583675831,1008.0,0.5,Particulier,Crédit de caisse,Inconnu,Inconnu,SOLDE,2025-01-28,2025,1
30340.48,11108.94,23.0,386.0,16.782608695652176,9.0,32.0,8549.0,21961.96,743.8526595238095,2023-07-12,2025-09-30,0.2582666140948349,57.0,0.36614252642014894,0.26801195288136725,4.825,2.5689507544742076,811.0,0.9130434782608695,Entreprise,Financement équipement,CENTRE-OUEST,IT,DEFAUT,2024-11-27,2024,11
255462.43,9093.4,1.0,1.0,1.0,12.0,25.0,23586.53,15031.119999999999,317.37580442176875,2022-12-24,2025-10-09,0.08275721950257015,8.0,0.035595840844385614,0.034372328895568086,0.1111111111111111,0.6372755975550451,1020.0,1.0,Entreprise,Crédit par signature,NORD-EST,Artisanat,DEFAUT,2024-03-27,2024,3
1942735.0,668966.98,26.0,16.0,0.6153846153846154,6.0,28.0,3563.44,26970.14,125.98234505438033,2022-12-15,2025-10-08,1.0030673988842427,0.0,0.3443428877330156,0.2561421575366727,0.6153846153846154,7.568568574186741,1028.0,0.34615384615384615,Entreprise,Crédit par signature,CENTRE-OUEST,IT,SOLDE,2025-07-21,2025,7
2387.23,92.97,2.0,33.0,16.5,,,,,,,,0.15981991028988418,6.0,0.03894471835558367,0.03748488025159261,4.125,,,1.0,Particulier,Crédit par signature,CENTRE-NORD,Inconnu,DEFAUT,2024-01-30,2024,1
43609.22,6868.76,19.0,14.0,0.7368421052631579,37.0,215.0,52062.65,169561.8,628.5071106764013,2023-02-11,2025-10-08,0.9977968452947923,0.0,0.15750705928700398,0.13607438332516475,0.7368421052631579,3.2568799321586583,970.0,0.42105263157894735,Particulier,Crédit par signature,CENTRE-EST,Inconnu,SOLDE,2024-08-04,2024,8
63792.74,36487.75,33.0,561.0,17.0,19.0,80.0,32360.81,85212.17,745.4213031989797,2022-12-09,2025-10-05,0.25555162970761247,83.0,0.571973393837606,0.36385691773145507,4.836206896551724,2.6331902693412186,1031.0,0.9393939393939394,Entreprise,Crédit immobilier,OUEST,BTP,DEFAUT,2024-10-20,2024,10
94508.99,6652.91,17.0,13.0,0.7647058823529411,3.0,39.0,5631.21,52574.23,943.6728214285714,2023-02-16,2025-10-01,0.9936588516436026,0.0,0.0703944672353392,0.0657649767353124,0.7647058823529411,9.336222588040581,958.0,0.47058823529411764,Entreprise,Crédit de caisse,Inconnu,Artisanat,SOLDE,2024-06-30,2024,6
33684.86,4353.28,8.0,111.0,13.875,,,,,,,,0.2084254344313195,24.0,0.12923550817785795,0.11444513322680866,3.46875,,,0.75,Entreprise,Crédit à la consommation,Inconnu,Industrie,DEFAUT,2023-07-16,2023,7
40493.09,2684.14,7.0,18.0,2.5714285714285716,13.0,68.0,35537.78,131450.46,783.66280141871,2022-12-27,2025-10-04,0.9873789004769243,0.0,0.06628637132903417,0.062165636841455554,2.5714285714285716,3.6988934030206724,1012.0,0.8571428571428571,Entreprise,Crédit de caisse,CENTRE-OUEST,Santé,SOLDE,2024-10-30,2024,10
8309.19,735.61,1.0,0.0,0.0,3.0,29.0,6981.99,33130.75,315.55483439153437,2023-01-29,2025-10-07,0.0849488478341146,8.0,0.0885296882126898,0.08132960375022111,0.0,4.7451729378014,982.0,0.0,Entreprise,Microcrédit,SUD-OUEST,Transport,DEFAUT,2025-05-07,2025,5
13775.99,1364.87,19.0,28.0,1.4736842105263157,6.0,19.0,6826.610000000001,4968.389999999999,169.15851060606062,2023-03-15,2025-10-08,0.9951032160291481,0.0,0.09907600107142935,0.09014481343860255,1.4736842105263157,0.7277975451944668,938.0,0.631578947368421,Particulier,Crédit par signature,CENTRE,Inconnu,SOLDE,2025-03-29,2025,3
6166.87,1279.18,12.0,164.0,13.666666666666666,60.0,49.0,54817.22,51126.27,487.350460803816,2022-12-12,2025-10-05,0.3160202642593891,20.0,0.20742775508483235,0.17179309835416093,5.125,0.9326680557678773,1028.0,0.9166666666666666,Particulier,Crédit par signature,SUD,Inconnu,DEFAUT,2025-02-19,2025,2
4246.73,405.03000000000003,5.0,125.0,25.0,27.0,99.0,55485.38,70782.68000000001,872.4020572631073,2023-03-12,2025-10-08,0.09386913982373495,39.0,0.09537455877816581,0.08707027017730926,2.840909090909091,1.2756996527733975,941.0,1.0,Particulier,Financement fonds de commerce,SUD-OUEST,Inconnu,DEFAUT,2024-01-24,2024,1
89932.93,137599.52,129.0,164.0,1.2713178294573644,31.0,150.0,69206.04,133929.34,849.5218590301312,2023-01-18,2025-10-07,1.0008822122549044,0.0,1.5300237632644682,0.6047467954570875,1.2713178294573644,1.9352261739004284,993.0,0.4186046511627907,Entreprise,Crédit immobilier,SUD,Transport,SOLDE,2024-07-10,2024,7
95215.61,6106.66,8.0,6.0,0.75,7.0,38.0,4530.9800000000005,28261.67,274.50986310726313,2023-04-14,2025-10-06,1.0012510431493689,0.0,0.06413507196981671,0.06026967220533057,0.75,6.237429871683387,906.0,0.375,Entreprise,Crédit par signature,CENTRE,Santé,SOLDE,2025-04-15,2025,4
27436.72,1056.26,2.0,2.0,1.0,4.0,0.0,3411.19,0.0,56.39639523809524,2023-04-01,2025-10-02,0.3414140162230865,0.0,0.03849804204001061,0.03707088553040082,1.0,0.0,915.0,0.5,Entreprise,Crédit de caisse,OUEST,Restauration,SOLDE,2024-08-20,2024,8
8084.76,467.87,4.0,45.0,11.25,29.0,5.0,25793.09,1028.06,91.79057387520525,2022-12-17,2025-10-09,0.3230033128299047,4.0,0.057870610877750236,0.05470481009934955,5.625,0.03985796195802829,1027.0,0.75,Particulier,Crédit de caisse,CENTRE-OUEST,Inconnu,DEFAUT,2025-07-29,2025,7
43362.43,2014.31,31.0,27.0,0.8709677419354839,1.0,21.0,171.94,69849.51000000001,286.47502498714107,2023-01-24,2025-10-08,1.000127315346043,0.0,0.04645288559704795,0.04439080462809801,0.8709677419354839,406.24351517971394,988.0,0.45161290322580644,Entreprise,Crédit par signature,NORD,Restauration,SOLDE,2025-08-11,2025,8
76615.79,3338.85,9.0,7.0,0.7777777777777778,,,,,,,,0.9973388516721248,0.0,0.04357913688549058,0.04175930252453141,0.7777777777777778,,,0.3333333333333333,Particulier,Crédit par signature,SUD-OUEST,Inconnu,SOLDE,2026-03-11,2026,3
19790.45,1989.23,8.0,43.0,5.375,14.0,42.0,44238.05,28046.82,483.95913523143525,2023-01-02,2025-10-09,0.21893320996356877,24.0,0.10051464216326561,0.09133421611336806,1.34375,0.6339976558641259,1011.0,0.75,Particulier,Crédit par signature,SUD,Inconnu,DEFAUT,2025-05-14,2025,5
16172.34,1360.6899999999998,2.0,19.0,9.5,11.0,53.0,18424.84,87372.57,885.7430788635967,2023-01-19,2025-10-07,0.08165908462959104,18.0,0.08413686578441956,0.07760723617081587,0.95,4.742107394148335,992.0,1.0,Entreprise,Crédit à la consommation,SUD-OUEST,Services,DEFAUT,2025-03-03,2025,3
17679.15,1603.9,20.0,37.0,1.85,17.0,82.0,29240.06,83862.91,989.7166547378547,2022-12-19,2025-10-01,0.9466275575031605,0.0,0.09072268745952153,0.08317667588892835,1.85,2.8680826920327798,1017.0,0.55,Particulier,Crédit par signature,NORD-EST,Inconnu,SOLDE,2024-03-10,2024,3
18918.71,2578.38,7.0,70.0,10.0,6.0,38.0,12919.0,14616.61,169.89970324822238,2023-02-11,2025-10-09,0.18855904752450536,25.0,0.13628730500123953,0.1199408850221123,2.1875,1.1314041334468612,971.0,0.5714285714285714,Entreprise,Crédit par signature,CENTRE-OUEST,Education,DEFAUT,2025-06-26,2025,6
427295.0,22016.63,2.0,14.0,7.0,4.0,21.0,4525.43,10266.679999999998,57.550084603256515,2022-12-10,2025-10-08,0.39206802152389625,0.0,0.05152559706993998,0.049000801514975253,7.0,2.2686639722634085,1033.0,0.5,Entreprise,Crédit de caisse,NORD-EST,Education,SOLDE,2024-12-21,2024,12
666951.71,101153.34,16.0,12.0,0.75,19.0,81.0,25984.14,97721.47,543.5312037269024,2023-01-08,2025-10-08,0.9971538689620428,0.0,0.15166516328446028,0.13169206477681666,0.75,3.7608121723482095,1004.0,0.375,Entreprise,Crédit de caisse,CENTRE-EST,Immobilier,SOLDE,2025-04-02,2025,4
49350.34,3057.82,8.0,11.0,1.375,2.0,0.0,192.98,0.0,0.8040833333333333,2023-03-10,2025-10-09,0.8018904009424381,0.0,0.06196147787431658,0.058346257529361845,1.375,0.0,944.0,0.625,Particulier,Crédit par signature,CENTRE-NORD,Inconnu,SOLDE,2025-09-06,2025,9
14823.59,1210.27,1.0,0.0,0.0,18.0,65.0,36471.15,83303.45,698.1217472582972,2023-01-08,2025-10-08,0.08129952750198209,8.0,0.0816448647055133,0.07548213592983848,0.0,2.284091672458916,1004.0,0.0,Entreprise,Crédit de caisse,CENTRE-OUEST,Industrie,DEFAUT,2025-03-23,2025,3
203553.55,106230.72,151.0,390.0,2.5827814569536423,,,,,,,,0.9941274004180585,0.0,0.5218809497549908,0.34291837994227403,2.5827814569536423,,,0.5099337748344371,Entreprise,Crédit immobilier,Inconnu,Finance,SOLDE,2023-11-10,2023,11
104300.79,8602.72,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,2022-12-12,2025-09-25,0.9918643961417432,0.0,0.08247991218474951,0.07619532820547385,1.0,,1018.0,0.4,Entreprise,Crédit de caisse,SUD,BTP,SOLDE,2026-03-21,2026,3
9945.630000000001,455.97,2.0,3.0,1.5,8.0,39.0,16688.8,17221.8,266.6984561568062,2023-05-01,2025-10-06,0.16624527121085086,6.0,0.0458462661490524,0.04383652514997693,0.375,1.0319375868846172,889.0,0.5,Entreprise,Crédit de caisse,OUEST,Energie,DEFAUT,2025-02-27,2025,2
112070.12,21250.52,24.0,66.0,2.75,,,,,,,,0.9821469760737439,0.0,0.18961807125753055,0.1593940743158749,2.75,,,0.375,Entreprise,Crédit par signature,CENTRE,BTP,SOLDE,2025-03-17,2025,3
817000.63,104382.12,25.0,21.0,0.84,12.0,54.0,15872.890000000001,53640.69,396.4298554917305,2023-02-03,2025-10-09,1.0059623601681076,0.0,0.12776259425895423,0.11328855462075885,0.84,3.3793902685648294,979.0,0.48,Entreprise,Avance sur marché,OUEST,Finance,SOLDE,2025-04-26,2025,4
